rh.aparc.area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-NDARAK187ZLP,804.0,504.0,2482.0,1301.0,431.0,2452.0,4866.0,1911.0,920.0,3550.0,1963.0,2628.0,1240.0,2242.0,660.0,1496.0,1316.0,671.0,1442.0,1202.0,4257.0,1160.0,4560.0,2719.0,274.0,5011.0,6703.0,4975.0,2798.0,3095.0,386.0,707.0,204.0,2203.0,73132.5,971600.0,1465042.801486
sub-NDARAK738BGC,708.0,602.0,2027.0,1479.0,395.0,3255.0,3843.0,3360.0,761.0,4148.0,1989.0,2711.0,1999.0,3185.0,590.0,1036.0,1452.0,783.0,1573.0,1359.0,2219.0,1051.0,3711.0,3142.0,530.0,5610.0,6803.0,3664.0,3073.0,2051.0,309.0,515.0,295.0,2053.0,72283.5,952830.0,1300079.783843
sub-NDARAK770XEW,897.0,687.0,2015.0,1823.0,428.0,2649.0,5176.0,2898.0,997.0,5816.0,2421.0,3272.0,1911.0,3654.0,639.0,1483.0,1517.0,819.0,1404.0,1814.0,3507.0,1471.0,5207.0,4065.0,505.0,5397.0,7678.0,5172.0,3477.0,3058.0,331.0,459.0,322.0,2243.0,85211.3,1150682.0,1592922.239764
sub-NDARAK772VFJ,1164.0,991.0,2921.0,1577.0,476.0,3785.0,8803.0,3918.0,948.0,6438.0,2811.0,3847.0,2377.0,4482.0,964.0,1877.0,1525.0,1010.0,1663.0,1436.0,4661.0,1248.0,5474.0,4787.0,717.0,7321.0,8641.0,6741.0,4455.0,4316.0,386.0,467.0,400.0,2492.0,105118.0,1437517.0,1872649.155853
sub-NDARAL606CW5,799.0,607.0,1661.0,1495.0,315.0,2656.0,4536.0,2501.0,995.0,4869.0,2187.0,3734.0,1456.0,3290.0,633.0,1196.0,1508.0,973.0,1931.0,1532.0,3985.0,1233.0,4603.0,3757.0,496.0,4734.0,5872.0,5371.0,3613.0,3309.0,333.0,468.0,330.0,2008.0,78987.7,956006.0,1301344.384009
sub-NDARAL828WXM,1246.0,812.0,2230.0,1887.0,399.0,3778.0,6800.0,3992.0,1428.0,5652.0,3063.0,3627.0,2387.0,4420.0,896.0,1665.0,1697.0,1183.0,1998.0,1987.0,4764.0,1797.0,5658.0,5447.0,729.0,8943.0,9453.0,7167.0,4530.0,4650.0,533.0,613.0,339.0,2617.0,108386.0,1406514.0,1957644.507935
sub-NDARAL897CYV,1033.0,590.0,1902.0,1425.0,471.0,3204.0,4932.0,3218.0,904.0,4484.0,2344.0,2395.0,1880.0,3473.0,573.0,1265.0,1339.0,709.0,1691.0,1080.0,3858.0,1170.0,4743.0,3411.0,434.0,5837.0,6431.0,4695.0,3823.0,3958.0,322.0,448.0,376.0,2092.0,80508.2,1032336.0,1359119.809836
sub-NDARAM177DKJ,973.0,1066.0,2021.0,2093.0,447.0,3573.0,6508.0,3499.0,1239.0,5973.0,3077.0,3567.0,2569.0,4008.0,793.0,1994.0,1379.0,1065.0,1915.0,1731.0,4867.0,1586.0,5758.0,4688.0,823.0,7788.0,9362.0,6246.0,4529.0,4128.0,375.0,546.0,338.0,2922.0,103450.0,1303210.0,1784165.651839
sub-NDARAM197GFY,1093.0,897.0,1826.0,2030.0,449.0,3831.0,6877.0,3142.0,1105.0,6337.0,2401.0,4436.0,1626.0,3541.0,872.0,1677.0,1204.0,824.0,1480.0,1886.0,4357.0,1568.0,5217.0,4338.0,647.0,6120.0,7755.0,5181.0,4226.0,3802.0,387.0,503.0,405.0,2608.0,94650.9,1221541.0,1693370.868103
sub-NDARAM277WZT,805.0,921.0,1637.0,1581.0,452.0,3349.0,5699.0,4162.0,1004.0,5086.0,3117.0,3310.0,2277.0,4121.0,541.0,1441.0,1897.0,1017.0,1791.0,1747.0,3861.0,1231.0,4683.0,3774.0,738.0,6488.0,7572.0,6256.0,3868.0,4122.0,419.0,529.0,355.0,2424.0,92277.4,1088348.0,1492104.549546
sub-NDARAM357BUA,1107.0,675.0,2419.0,1909.0,560.0,3724.0,5688.0,4586.0,1159.0,5728.0,2867.0,3636.0,2266.0,4327.0,685.0,1597.0,1486.0,1121.0,1696.0,1778.0,4361.0,1313.0,5534.0,4572.0,645.0,6770.0,8352.0,5650.0,4741.0,4936.0,411.0,618.0,410.0,2466.0,99797.9,1168313.0,1557309.439616
sub-NDARAM383UYD,918.0,736.0,2176.0,1613.0,540.0,3669.0,6844.0,3622.0,863.0,5321.0,2456.0,3042.0,1933.0,3963.0,653.0,1602.0,1151.0,882.0,1334.0,1531.0,4113.0,1325.0,4849.0,3854.0,779.0,6832.0,7781.0,5943.0,3877.0,3910.0,367.0,512.0,315.0,2224.0,91527.8,1184800.0,1629582.926711
sub-NDARAM675UR8,1076.0,477.0,1809.0,1778.0,378.0,2312.0,6073.0,2574.0,814.0,4859.0,1750.0,2679.0,1528.0,3420.0,509.0,1597.0,1076.0,625.0,979.0,1576.0,4840.0,1056.0,5183.0,4004.0,347.0,4480.0,6445.0,5257.0,3694.0,4327.0,334.0,442.0,381.0,2163.0,80842.9,928637.0,1460975.612448
sub-NDARAM848GTE,988.0,689.0,2244.0,1295.0,546.0,2536.0,6113.0,2522.0,969.0,5752.0,3037.0,3419.0,1763.0,3445.0,548.0,1890.0,1579.0,1036.0,1906.0,1631.0,4393.0,1375.0,5884.0,3682.0,653.0,5575.0,6440.0,5294.0,4038.0,3439.0,288.0,515.0,387.0,2881.0,88753.5,1030707.0,1662612.280847
sub-NDARAM873GAC,956.0,612.0,1376.0,854.0,360.0,2459.0,4581.0,2487.0,905.0,4929.0,1955.0,3060.0,1485.0,3751.0,587.0,1367.0,1690.0,886.0,2182.0,1058.0,3090.0,1117.0,3796.0,3797.0,387.0,6918.0,6827.0,5222.0,4451.0,2735.0,358.0,487.0,355.0,2165.0,79245.4,941630.0,1411924.344888
sub-NDARAM946HJE,953.0,842.0,2733.0,2150.0,611.0,3755.0,5831.0,4011.0,1091.0,6212.0,3272.0,4178.0,2446.0,4254.0,767.0,1725.0,1609.0,1192.0,1919.0,2061.0,4846.0,1189.0,5809.0,5056.0,733.0,7348.0,8489.0,6038.0,4836.0,4874.0,422.0,575.0,395.0,2623.0,104844.0,1402376.0,1907055.446444
sub-NDARAN076TPG,966.0,478.0,1531.0,1343.0,371.0,2345.0,4308.0,2920.0,796.0,4462.0,1749.0,2280.0,1647.0,3390.0,607.0,1234.0,1049.0,534.0,1608.0,1225.0,3265.0,867.0,4746.0,3127.0,300.0,4612.0,6145.0,4846.0,3937.0,3359.0,266.0,522.0,379.0,1804.0,73016.7,933516.0,1412122.116618
sub-NDARAN262WK6,1009.0,754.0,1815.0,1589.0,521.0,3206.0,5702.0,3470.0,777.0,4591.0,2272.0,3182.0,1981.0,3914.0,744.0,1561.0,1160.0,729.0,1455.0,1504.0,4254.0,901.0,4806.0,3595.0,701.0,5040.0,6872.0,5261.0,3828.0,3559.0,327.0,517.0,428.0,2645.0,84669.3,1016202.0,1585646.61365
sub-NDARAN524ZK6,1273.0,904.0,2858.0,1873.0,470.0,3652.0,7304.0,3777.0,976.0,6801.0,3428.0,3932.0,2539.0,4355.0,769.0,2208.0,1624.0,1202.0,1816.0,2009.0,4972.0,1488.0,7069.0,5562.0,917.0,7713.0,10354.0,6360.0,4796.0,4531.0,467.0,456.0,407.0,2810.0,111670.0,1278459.0,1692340.436622
sub-NDARAN525BVK,847.0,932.0,1738.0,1940.0,379.0,3416.0,5817.0,3400.0,1051.0,5131.0,2474.0,3450.0,2282.0,3709.0,629.0,1619.0,1437.0,932.0,1822.0,1719.0,4180.0,1551.0,4420.0,3950.0,652.0,6131.0,6222.0,6304.0,3927.0,4144.0,359.0,481.0,379.0,2740.0,90163.3,1236903.0,1624501.878244
sub-NDARAN814UPR,927.0,557.0,1568.0,1745.0,319.0,2265.0,4851.0,2811.0,822.0,4746.0,1922.0,3085.0,1437.0,3216.0,560.0,1592.0,1114.0,726.0,1372.0,1704.0,3727.0,1012.0,4472.0,3421.0,434.0,4373.0,6337.0,4755.0,3960.0,3403.0,339.0,498.0,389.0,2212.0,76673.4,867664.0,1211815.113944
sub-NDARAN934AZL,1249.0,859.0,2800.0,1488.0,440.0,3279.0,7947.0,3755.0,1104.0,6204.0,2582.0,3045.0,2198.0,4694.0,643.0,1501.0,1374.0,929.0,1363.0,1363.0,4688.0,1331.0,6056.0,4829.0,621.0,6697.0,7939.0,6212.0,4428.0,3796.0,422.0,463.0,413.0,2260.0,98970.8,1249651.0,1716764.769653
sub-NDARAP049KXJ,852.0,843.0,2343.0,2163.0,552.0,3335.0,5850.0,3728.0,1037.0,6318.0,3275.0,3917.0,2473.0,3696.0,615.0,1590.0,1577.0,1063.0,1937.0,2127.0,4459.0,1273.0,5301.0,4577.0,743.0,8326.0,7684.0,6688.0,3906.0,3310.0,432.0,578.0,328.0,2314.0,99205.1,1180184.0,1600048.718122
sub-NDARAP120HTA,1136.0,873.0,1798.0,1199.0,457.0,3151.0,6662.0,3178.0,811.0,4793.0,2189.0,2996.0,2305.0,3912.0,720.0,1669.0,1538.0,977.0,1409.0,1209.0,3734.0,1481.0,4900.0,3887.0,730.0,5852.0,6521.0,6294.0,4103.0,3794.0,323.0,556.0,341.0,2351.0,87847.5,1090855.0,1483837.679058
sub-NDARAP176AD1,1134.0,748.0,2082.0,1863.0,462.0,3434.0,6405.0,3717.0,940.0,6031.0,2527.0,3356.0,2065.0,3707.0,658.0,1510.0,1122.0,939.0,1507.0,1807.0,3689.0,1331.0,4794.0,4036.0,724.0,6932.0,7576.0,5431.0,3962.0,3575.0,340.0,525.0,346.0,2496.0,91770.2,1157619.0,1609778.59214
sub-NDARAP283ZBW,1157.0,869.0,2338.0,1883.0,487.0,3652.0,7182.0,3977.0,1022.0,5887.0,3421.0,3968.0,2691.0,4550.0,713.0,1632.0,1906.0,1387.0,2685.0,1951.0,4573.0,1536.0,5373.0,4732.0,839.0,8262.0,7897.0,6652.0,4690.0,4112.0,425.0,514.0,440.0,2731.0,106138.0,1336002.0,1780777.09542
sub-NDARAP457WB5,832.0,742.0,1992.0,1938.0,530.0,3553.0,6292.0,4000.0,1036.0,5971.0,2928.0,3631.0,2415.0,3971.0,745.0,1626.0,1448.0,917.0,1767.0,2272.0,4208.0,1197.0,5037.0,4712.0,699.0,8227.0,8107.0,6759.0,3594.0,3241.0,360.0,577.0,344.0,2249.0,97918.1,1257668.0,1748197.77635
sub-NDARAP522AFK,833.0,715.0,2069.0,1689.0,744.0,3507.0,7196.0,3982.0,984.0,5634.0,2663.0,3522.0,1793.0,4161.0,688.0,1737.0,1244.0,927.0,1282.0,1464.0,4460.0,1242.0,5429.0,4723.0,622.0,6367.0,7784.0,6548.0,4127.0,4885.0,411.0,696.0,357.0,2655.0,97141.4,1163969.0,1642373.210641
sub-NDARAP739AUP,1601.0,863.0,2605.0,1789.0,474.0,4122.0,8292.0,3947.0,1061.0,6951.0,2909.0,3420.0,2285.0,4692.0,655.0,1984.0,1604.0,1079.0,1692.0,1716.0,5101.0,1531.0,5803.0,4409.0,729.0,7927.0,8689.0,7265.0,5443.0,5344.0,369.0,626.0,615.0,2351.0,109946.0,1252633.0,1775251.798097
sub-NDARAP748AWX,1008.0,673.0,2105.0,1582.0,404.0,2750.0,6514.0,3251.0,1047.0,4941.0,2647.0,2981.0,2019.0,3756.0,673.0,1551.0,1414.0,907.0,1592.0,1673.0,3882.0,1332.0,4747.0,3901.0,681.0,6159.0,7479.0,5822.0,3700.0,3838.0,390.0,469.0,280.0,2412.0,88583.3,1219503.0,1652358.764144
sub-NDARAP785CTE,861.0,804.0,2119.0,2018.0,435.0,3087.0,5957.0,3486.0,972.0,6560.0,2086.0,3439.0,1995.0,3460.0,501.0,1500.0,1341.0,812.0,1593.0,1964.0,5023.0,1269.0,4745.0,3991.0,576.0,5852.0,5890.0,5915.0,3775.0,3170.0,376.0,460.0,370.0,1932.0,88335.2,930686.0,1472934.773461
sub-NDARAP912JK3,645.0,541.0,1727.0,1646.0,351.0,2783.0,6249.0,3153.0,792.0,4617.0,1519.0,2421.0,1415.0,2953.0,532.0,1237.0,1279.0,575.0,1562.0,1496.0,3772.0,954.0,4252.0,3448.0,338.0,4931.0,5521.0,5609.0,3105.0,3244.0,347.0,477.0,350.0,2235.0,76074.8,896474.0,1279333.982512
sub-NDARAP964VDB,935.0,1016.0,2319.0,2257.0,391.0,3355.0,5335.0,3419.0,895.0,7199.0,2998.0,4133.0,2179.0,4143.0,617.0,2156.0,1380.0,1172.0,2151.0,2370.0,4462.0,1431.0,5199.0,4359.0,939.0,8673.0,9629.0,5044.0,3742.0,3309.0,463.0,449.0,291.0,2432.0,100842.0,1156300.0,1590607.741764
sub-NDARAR025WX4,1104.0,704.0,2070.0,1766.0,425.0,3546.0,5926.0,3921.0,1457.0,6089.0,3159.0,3518.0,2263.0,4137.0,682.0,1478.0,1560.0,918.0,1991.0,1587.0,4338.0,1550.0,4529.0,5804.0,809.0,8598.0,7700.0,6460.0,3757.0,4982.0,329.0,649.0,338.0,2618.0,100759.0,1263092.0,1674745.56369
sub-NDARAR238RZ8,1203.0,952.0,2514.0,1788.0,418.0,3595.0,6714.0,4369.0,1095.0,5750.0,2805.0,3502.0,1878.0,5046.0,661.0,1600.0,1559.0,1188.0,1931.0,1408.0,4780.0,1377.0,5795.0,3775.0,581.0,6882.0,8301.0,5893.0,5191.0,3746.0,393.0,525.0,460.0,2513.0,100189.0,1219465.0,1704470.709762
sub-NDARAR305LXG,877.0,839.0,2178.0,1769.0,593.0,3298.0,5759.0,4121.0,901.0,5909.0,2342.0,3318.0,1944.0,3570.0,626.0,1587.0,1341.0,840.0,1943.0,1709.0,4645.0,1325.0,5500.0,4650.0,532.0,5937.0,6452.0,5895.0,3769.0,4114.0,353.0,664.0,405.0,2513.0,92217.4,1123211.0,1538383.393531
sub-NDARAR358RHK,997.0,586.0,2314.0,1313.0,393.0,2650.0,6378.0,3162.0,714.0,4135.0,2121.0,3146.0,1736.0,3470.0,628.0,1256.0,931.0,703.0,869.0,1435.0,3946.0,1002.0,4652.0,3423.0,460.0,5806.0,6333.0,4964.0,2992.0,3205.0,328.0,473.0,254.0,2171.0,78946.9,1059350.126284,1379056.685935
sub-NDARAR372FHB,1277.0,873.0,2471.0,1719.0,430.0,3610.0,8430.0,4371.0,1421.0,5419.0,2268.0,3319.0,1984.0,4924.0,763.0,1441.0,1875.0,918.0,1794.0,1677.0,4986.0,1330.0,5216.0,5058.0,667.0,7367.0,8067.0,6198.0,4672.0,3893.0,372.0,624.0,431.0,2451.0,102316.0,1268426.0,1768180.916104
sub-NDARAR537GD3,1006.0,829.0,2228.0,1467.0,324.0,2935.0,5596.0,2462.0,930.0,4358.0,2823.0,2816.0,1899.0,3397.0,555.0,1425.0,1593.0,859.0,2060.0,1345.0,3564.0,1359.0,4283.0,3701.0,661.0,5724.0,7139.0,4935.0,3723.0,3547.0,331.0,433.0,355.0,2566.0,83224.1,1077339.0,1423151.354815
sub-NDARAR545KXM,1179.0,912.0,3340.0,1421.0,357.0,3353.0,5954.0,3362.0,796.0,5303.0,2336.0,2526.0,1878.0,3930.0,682.0,1525.0,1992.0,935.0,1711.0,1333.0,2890.0,1259.0,5482.0,3553.0,723.0,7637.0,8870.0,4289.0,4302.0,3378.0,418.0,443.0,403.0,2640.0,91112.1,1147970.0,1579158.149056
sub-NDARAR991JAA,947.0,855.0,1935.0,1671.0,567.0,3818.0,5470.0,4750.0,988.0,5764.0,2931.0,3106.0,2010.0,4333.0,641.0,1651.0,1649.0,1081.0,1758.0,1721.0,4351.0,1334.0,5477.0,4413.0,830.0,7556.0,7690.0,5786.0,4172.0,4088.0,459.0,618.0,414.0,2579.0,97412.4,1218798.0,1694048.100243
sub-NDARAR998KMM,1100.0,640.0,2200.0,1536.0,407.0,3343.0,6023.0,3672.0,864.0,4876.0,3269.0,2681.0,2429.0,3950.0,597.0,1484.0,1833.0,1259.0,2144.0,1304.0,4273.0,1300.0,4872.0,3973.0,831.0,7204.0,9039.0,5968.0,4519.0,4072.0,413.0,441.0,413.0,2740.0,95667.6,1182463.0,1568781.303724
sub-NDARAT100AEQ,997.0,841.0,2544.0,1788.0,471.0,2863.0,5485.0,3338.0,1176.0,5763.0,3045.0,3162.0,2491.0,4189.0,508.0,1497.0,1580.0,1121.0,1909.0,1584.0,4153.0,1384.0,4942.0,4772.0,565.0,7613.0,7012.0,5587.0,3904.0,4151.0,394.0,497.0,333.0,2409.0,94069.7,1164854.0,1587313.377706
sub-NDARAT193FC0,953.0,822.0,2180.0,1423.0,491.0,3130.0,5310.0,3099.0,848.0,5095.0,2254.0,2648.0,1778.0,3341.0,681.0,1751.0,1203.0,736.0,1503.0,1537.0,4143.0,1043.0,4464.0,3442.0,669.0,5918.0,6539.0,5012.0,3609.0,3448.0,266.0,459.0,315.0,2385.0,82495.3,1058968.0,1558402.315441
sub-NDARAT299YRR,859.0,780.0,1976.0,1499.0,408.0,2715.0,5336.0,2877.0,900.0,5448.0,2508.0,2876.0,1992.0,3064.0,672.0,1394.0,1447.0,832.0,1309.0,1230.0,3632.0,886.0,4637.0,3722.0,497.0,6798.0,7009.0,4633.0,3615.0,2733.0,300.0,507.0,313.0,1971.0,81375.2,1056145.0,1458841.788808
sub-NDARAT358XM9,895.0,443.0,1569.0,1832.0,384.0,3055.0,5173.0,3003.0,988.0,5039.0,2544.0,3365.0,2005.0,3283.0,596.0,1194.0,1368.0,746.0,1610.0,1913.0,3938.0,1155.0,4297.0,3918.0,387.0,5502.0,6474.0,4824.0,3449.0,3891.0,346.0,517.0,334.0,2063.0,82100.0,998071.0,1368713.418614
sub-NDARAT581NDH,728.0,937.0,1636.0,1514.0,448.0,2649.0,5427.0,3376.0,800.0,4801.0,2394.0,3157.0,1892.0,3776.0,569.0,1596.0,1082.0,920.0,1330.0,1529.0,3657.0,1374.0,4357.0,3611.0,652.0,6410.0,7412.0,5106.0,3864.0,3464.0,391.0,533.0,329.0,2212.0,83932.0,1039421.0,1544299.482242
sub-NDARAT680GJA,1098.0,972.0,1983.0,1553.0,369.0,3385.0,7101.0,3353.0,1118.0,6004.0,2916.0,3757.0,2045.0,4388.0,746.0,1532.0,1906.0,1138.0,2363.0,1657.0,4011.0,1463.0,5014.0,4867.0,806.0,7631.0,8055.0,5699.0,4543.0,3397.0,410.0,496.0,409.0,2926.0,99112.6,1240050.0,1710631.731449
sub-NDARAT709MMX,1233.0,781.0,2702.0,2267.0,446.0,3455.0,5865.0,4088.0,1175.0,6579.0,2477.0,4356.0,2166.0,4126.0,642.0,1789.0,1955.0,856.0,2126.0,2231.0,5128.0,1527.0,5945.0,5138.0,574.0,6653.0,8137.0,6475.0,4402.0,4017.0,396.0,663.0,455.0,2779.0,103603.0,1318429.0,1761584.5582
sub-NDARAT982JTU,997.0,886.0,2830.0,1375.0,431.0,2937.0,6629.0,3904.0,955.0,5186.0,3335.0,3059.0,2521.0,4368.0,589.0,1656.0,1876.0,1187.0,2129.0,1250.0,4377.0,1614.0,5298.0,4567.0,733.0,7439.0,9684.0,5667.0,4551.0,3376.0,352.0,430.0,457.0,2426.0,99068.0,1192249.0,1593058.267621
sub-NDARAU517MC6,1127.0,858.0,2319.0,2121.0,434.0,4130.0,7519.0,3857.0,1166.0,7122.0,2877.0,3628.0,2124.0,4612.0,702.0,1664.0,1520.0,943.0,1752.0,2012.0,4915.0,1351.0,5619.0,5089.0,681.0,7046.0,7476.0,7880.0,4507.0,4396.0,383.0,509.0,417.0,2630.0,105384.0,1255114.0,1744923.660067
sub-NDARAU530GLJ,975.0,965.0,2829.0,1787.0,522.0,3291.0,6579.0,4252.0,1369.0,5591.0,2944.0,3269.0,2638.0,4563.0,657.0,1430.0,1661.0,980.0,1914.0,1634.0,4734.0,1282.0,4974.0,5007.0,808.0,8264.0,8611.0,6141.0,4435.0,4796.0,493.0,559.0,386.0,2790.0,103132.0,1346521.0,1821050.073
sub-NDARAU708TL8,798.0,694.0,2063.0,1622.0,415.0,3564.0,5206.0,3232.0,966.0,5466.0,2503.0,3614.0,2169.0,3294.0,755.0,1630.0,1357.0,839.0,1683.0,1638.0,4501.0,1188.0,5008.0,4243.0,587.0,6011.0,7061.0,5489.0,3535.0,3508.0,309.0,497.0,283.0,2443.0,88171.2,1066067.0,1567126.912131
sub-NDARAU840EUZ,752.0,573.0,1543.0,851.0,411.0,3168.0,4648.0,3242.0,686.0,4430.0,1818.0,2815.0,1447.0,3377.0,548.0,1347.0,1275.0,759.0,1683.0,858.0,2380.0,797.0,3245.0,3748.0,475.0,7382.0,7468.0,4894.0,2673.0,2020.0,303.0,568.0,256.0,1814.0,74254.2,834684.0,1308068.418318
sub-NDARAU967RWU,706.0,628.0,1988.0,1545.0,570.0,2880.0,4478.0,2869.0,874.0,4580.0,2547.0,2658.0,1899.0,3080.0,474.0,1310.0,1373.0,797.0,1465.0,1470.0,3813.0,1191.0,4156.0,3995.0,513.0,5475.0,6549.0,5956.0,3421.0,4358.0,311.0,424.0,326.0,1952.0,80634.5,962485.0,1326843.347181
sub-NDARAV082JHA,938.0,482.0,1990.0,1466.0,359.0,2358.0,4357.0,3000.0,821.0,4275.0,1968.0,2676.0,1731.0,3332.0,474.0,1369.0,1099.0,651.0,1512.0,1412.0,3739.0,1098.0,3753.0,3355.0,373.0,5781.0,6768.0,5291.0,3252.0,3699.0,344.0,447.0,301.0,2274.0,76745.2,1009670.0,1329850.320221
sub-NDARAV187GJ5,1132.0,532.0,2344.0,1393.0,468.0,2959.0,5539.0,3409.0,1003.0,5482.0,2633.0,3258.0,1878.0,3482.0,711.0,1437.0,1668.0,787.0,1400.0,1300.0,4133.0,962.0,5032.0,4072.0,509.0,6211.0,6460.0,5364.0,3496.0,3906.0,347.0,501.0,347.0,2142.0,86296.5,1117737.0,1518923.089277
sub-NDARAV519RND,1127.0,1038.0,2191.0,2033.0,515.0,3631.0,6815.0,3671.0,1325.0,6501.0,3001.0,3909.0,2273.0,3944.0,670.0,2025.0,1409.0,1079.0,1718.0,1828.0,4879.0,1621.0,5442.0,5968.0,852.0,6942.0,8289.0,7038.0,4250.0,5067.0,407.0,540.0,355.0,2700.0,105054.0,1284658.0,1731552.165423
sub-NDARAV554TP2,1072.0,971.0,2417.0,1810.0,608.0,3944.0,6429.0,3520.0,1095.0,5632.0,2526.0,3270.0,2490.0,3452.0,699.0,1579.0,1349.0,720.0,1884.0,1557.0,4552.0,1302.0,5346.0,3871.0,840.0,5341.0,7601.0,5708.0,4205.0,4275.0,342.0,515.0,411.0,2489.0,93825.1,1260882.0,1730283.472698
sub-NDARAV610EY3,1084.0,949.0,3295.0,1864.0,471.0,4102.0,6168.0,4638.0,1116.0,6350.0,2859.0,3701.0,2638.0,5502.0,952.0,1753.0,1967.0,1165.0,1927.0,1808.0,3682.0,1537.0,6726.0,5257.0,826.0,7684.0,11176.0,5470.0,4915.0,3331.0,404.0,558.0,469.0,2668.0,109011.0,1367313.0,1880654.8403
sub-NDARAV747WVL,870.0,1075.0,2541.0,1596.0,414.0,3494.0,5691.0,3717.0,1026.0,5457.0,2352.0,3074.0,2193.0,3890.0,764.0,1449.0,1127.0,804.0,1224.0,1618.0,4371.0,1332.0,4521.0,3772.0,640.0,5531.0,6840.0,5838.0,3702.0,3818.0,370.0,565.0,305.0,1897.0,87878.9,1068691.0,1409650.236555
sub-NDARAV820UEP,931.0,715.0,2096.0,1721.0,495.0,3348.0,6268.0,3527.0,904.0,6897.0,2100.0,3518.0,2089.0,3867.0,482.0,1281.0,1539.0,830.0,2214.0,1831.0,2820.0,1611.0,2896.0,3907.0,524.0,8364.0,9283.0,5667.0,3850.0,3538.0,482.0,407.0,420.0,2045.0,92465.9,1064488.0,1595250.646514
sub-NDARAV894XWD,840.0,832.0,2662.0,1651.0,426.0,3140.0,5117.0,3529.0,999.0,5151.0,2814.0,3629.0,2018.0,3887.0,658.0,1606.0,1350.0,1034.0,1561.0,1755.0,4344.0,1359.0,5721.0,4145.0,754.0,6571.0,7504.0,5253.0,3802.0,4089.0,433.0,533.0,336.0,2561.0,92062.7,1100320.0,1507774.199337
sub-NDARAV945MCQ,1096.0,751.0,3271.0,1719.0,449.0,3832.0,5648.0,3347.0,997.0,5656.0,2785.0,3022.0,2224.0,4149.0,693.0,1666.0,1629.0,1120.0,2073.0,1432.0,4543.0,1287.0,5219.0,4723.0,685.0,7370.0,8726.0,5696.0,4528.0,4099.0,361.0,484.0,357.0,2807.0,98443.6,1200357.0,1653642.045114
sub-NDARAW179AYF,983.0,778.0,2124.0,1915.0,491.0,3229.0,6378.0,3881.0,1021.0,5919.0,2337.0,3558.0,1970.0,4069.0,643.0,1546.0,1185.0,936.0,1606.0,1751.0,5224.0,1545.0,5363.0,4688.0,774.0,7186.0,8136.0,5819.0,3852.0,4835.0,428.0,561.0,342.0,2413.0,97485.8,1172709.0,1607046.580201
sub-NDARAW216PM7,1401.0,1384.0,3269.0,2111.0,491.0,4220.0,8611.0,4637.0,1517.0,7019.0,3500.0,4069.0,2983.0,5368.0,741.0,2032.0,2035.0,1163.0,2136.0,2012.0,4903.0,1591.0,5689.0,5908.0,1099.0,8618.0,8881.0,7537.0,5620.0,5479.0,487.0,587.0,478.0,2600.0,120176.0,1377449.0,1829361.193461
sub-NDARAW427GWK,983.0,704.0,1791.0,1588.0,490.0,2798.0,5641.0,3266.0,810.0,4918.0,2370.0,3399.0,1804.0,3300.0,564.0,1416.0,1232.0,883.0,1652.0,1702.0,3984.0,1040.0,4404.0,4002.0,555.0,5436.0,6219.0,5309.0,3542.0,3550.0,330.0,522.0,386.0,2201.0,82792.8,1064413.0,1448427.099215
sub-NDARAW558WUT,1125.0,681.0,2615.0,1896.0,405.0,3556.0,5729.0,3795.0,1022.0,5591.0,2517.0,3874.0,2048.0,4235.0,676.0,1508.0,1440.0,868.0,1456.0,1911.0,5524.0,1180.0,5943.0,3800.0,632.0,6224.0,9139.0,4483.0,4058.0,4598.0,439.0,437.0,377.0,2498.0,96284.8,1212413.0,1649706.234605
sub-NDARAW620GJ8,1110.0,1064.0,2240.0,2095.0,522.0,3348.0,7933.0,3586.0,1313.0,6779.0,2510.0,4360.0,2275.0,4511.0,739.0,1687.0,1540.0,942.0,1856.0,2031.0,4355.0,1752.0,6058.0,4525.0,849.0,7347.0,8892.0,6044.0,4948.0,4453.0,339.0,561.0,444.0,2674.0,105682.0,1272980.0,1795732.605855
sub-NDARAX075WL9,1165.0,681.0,1753.0,1742.0,351.0,2944.0,5932.0,2917.0,1232.0,5251.0,3010.0,3504.0,2194.0,3754.0,605.0,1357.0,1276.0,931.0,1651.0,1860.0,4633.0,1355.0,5140.0,4628.0,669.0,6182.0,6546.0,6039.0,3538.0,4094.0,441.0,429.0,349.0,2771.0,90923.6,1102986.0,1495196.992793
