rh.aparc.area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-NDARGE946RCB,1168.0,607.0,2358.0,1396.0,405.0,2936.0,5647.0,3395.0,666.0,5092.0,1924.0,2671.0,1678.0,3737.0,568.0,1474.0,1005.0,669.0,1042.0,1408.0,4747.0,1038.0,4989.0,3319.0,461.0,5503.0,6661.0,5264.0,3557.0,4279.0,347.0,440.0,313.0,2031.0,82792.6,1001973.0,1461636.808833
sub-NDARGE994BMX,857.0,909.0,2478.0,1933.0,456.0,2947.0,5943.0,3744.0,948.0,5878.0,2905.0,3180.0,2132.0,3923.0,541.0,1604.0,1290.0,978.0,1638.0,2036.0,4161.0,1418.0,5241.0,4371.0,724.0,6985.0,7290.0,5569.0,3800.0,3679.0,397.0,469.0,381.0,2094.0,92898.7,1106893.0,1491961.922728
sub-NDARGF056RX6,982.0,836.0,2102.0,1716.0,402.0,2985.0,5499.0,3238.0,799.0,4695.0,2092.0,2950.0,1640.0,3269.0,639.0,1410.0,1385.0,884.0,1426.0,1500.0,3679.0,1026.0,4299.0,4232.0,589.0,5721.0,5855.0,5682.0,3688.0,3454.0,336.0,463.0,347.0,2028.0,81848.6,1071032.0,1474071.138716
sub-NDARGF367KVL,988.0,752.0,1920.0,1549.0,553.0,3702.0,7049.0,3504.0,1074.0,5961.0,2597.0,3704.0,2069.0,3682.0,866.0,1529.0,1376.0,988.0,1640.0,1447.0,4323.0,1244.0,5379.0,3904.0,660.0,6066.0,7374.0,6474.0,3922.0,3796.0,383.0,542.0,397.0,2330.0,93746.1,1117262.0,1659228.174489
sub-NDARGF445UFB,1118.0,1001.0,2292.0,1721.0,638.0,4505.0,6311.0,4365.0,1066.0,5781.0,2709.0,3180.0,2346.0,4442.0,692.0,1823.0,1622.0,1133.0,2023.0,1656.0,5020.0,1486.0,5486.0,4732.0,781.0,8329.0,8284.0,6197.0,4606.0,4810.0,465.0,640.0,445.0,3012.0,104718.0,1311469.0,1728769.711288
sub-NDARGF543PM2,1168.0,795.0,2668.0,1716.0,412.0,2954.0,7210.0,4427.0,1323.0,5326.0,2750.0,3093.0,2213.0,5161.0,675.0,1473.0,1470.0,925.0,1686.0,1470.0,4835.0,1523.0,5735.0,5404.0,732.0,7446.0,7243.0,6647.0,4262.0,4622.0,405.0,521.0,363.0,2518.0,101173.0,1199016.0,1588786.064994
sub-NDARGG058DYF,1052.0,845.0,1570.0,745.0,321.0,2738.0,5749.0,3154.0,941.0,4611.0,1789.0,2824.0,1614.0,3830.0,599.0,1558.0,1480.0,835.0,2179.0,776.0,3446.0,1239.0,4494.0,3232.0,465.0,7748.0,7753.0,3874.0,3662.0,2701.0,299.0,399.0,318.0,1918.0,80757.5,965206.0,1377571.240904
sub-NDARGG205WVN,925.0,799.0,2051.0,1732.0,442.0,2853.0,5539.0,3007.0,976.0,5079.0,2046.0,3153.0,1620.0,3697.0,534.0,1497.0,1608.0,822.0,1782.0,1815.0,4407.0,1280.0,4332.0,4461.0,568.0,5733.0,5995.0,5737.0,3679.0,3564.0,322.0,464.0,350.0,2069.0,84935.2,1049567.0,1424582.02887
sub-NDARGG423UMK,1010.0,727.0,2183.0,1595.0,503.0,3617.0,6279.0,4104.0,947.0,5979.0,2453.0,2799.0,2263.0,3945.0,678.0,1419.0,1492.0,1080.0,1993.0,1390.0,4233.0,1103.0,4769.0,4715.0,660.0,7357.0,7624.0,6366.0,3852.0,3128.0,383.0,620.0,334.0,2102.0,93702.0,1213841.0,1669058.390288
sub-NDARGG442NML,1211.0,752.0,2075.0,1743.0,582.0,3873.0,7964.0,3892.0,1026.0,6100.0,3226.0,3737.0,2293.0,4079.0,692.0,1641.0,1718.0,1094.0,1999.0,1659.0,4724.0,1244.0,5432.0,4572.0,777.0,5669.0,7969.0,7223.0,4118.0,5578.0,453.0,594.0,366.0,2386.0,102459.0,1215174.0,1709089.583174
sub-NDARGG539YGN,945.0,508.0,2328.0,1493.0,376.0,2370.0,5155.0,2594.0,1068.0,4911.0,1908.0,3266.0,1685.0,3243.0,513.0,1393.0,1150.0,637.0,1362.0,1151.0,4261.0,1201.0,5248.0,3424.0,390.0,5467.0,6099.0,5836.0,4222.0,4107.0,313.0,510.0,448.0,2483.0,82065.2,919627.0,1454806.70779
sub-NDARGG547JN2,1049.0,996.0,2038.0,1751.0,494.0,2895.0,5378.0,3431.0,1030.0,4922.0,2729.0,3590.0,2026.0,3696.0,548.0,1245.0,1189.0,902.0,1323.0,1798.0,3510.0,1338.0,4057.0,3978.0,683.0,6301.0,6270.0,5353.0,3667.0,3855.0,339.0,516.0,331.0,2084.0,85308.3,1123852.0,1537477.068845
sub-NDARGH074MU6,736.0,938.0,2350.0,1494.0,485.0,3059.0,4199.0,3675.0,899.0,3990.0,2538.0,2789.0,1923.0,3262.0,637.0,1263.0,1233.0,856.0,1793.0,1677.0,3300.0,1272.0,4024.0,3851.0,689.0,6462.0,6353.0,5140.0,3588.0,3542.0,328.0,500.0,344.0,2143.0,81332.0,1053936.0,1440257.754737
sub-NDARGH230EG2,857.0,704.0,1814.0,1513.0,380.0,3350.0,6436.0,3714.0,906.0,5148.0,2244.0,2743.0,2127.0,3979.0,603.0,1240.0,1224.0,956.0,1449.0,1373.0,4085.0,1225.0,4385.0,3577.0,614.0,5515.0,7061.0,5397.0,3611.0,3770.0,365.0,493.0,323.0,2488.0,85667.8,1080791.0,1496036.337236
sub-NDARGH407KVG,905.0,586.0,2564.0,1311.0,405.0,2247.0,4216.0,2377.0,756.0,3638.0,2009.0,2863.0,2027.0,3030.0,589.0,1506.0,1202.0,745.0,1457.0,1371.0,3823.0,1134.0,5145.0,3692.0,395.0,4488.0,6145.0,5336.0,3469.0,3367.0,365.0,618.0,411.0,2193.0,76385.6,1009595.0,1648194.299791
sub-NDARGH425GB9,841.0,745.0,2141.0,1594.0,313.0,2780.0,6177.0,2816.0,840.0,5407.0,1881.0,3050.0,1679.0,3496.0,564.0,1749.0,1204.0,791.0,1334.0,1549.0,3853.0,1104.0,4991.0,3743.0,516.0,5679.0,7429.0,5650.0,3886.0,3321.0,339.0,365.0,376.0,2053.0,84253.8,1124028.0,1451042.896021
sub-NDARGH592NZ2,999.0,906.0,2335.0,1890.0,499.0,4089.0,5994.0,4137.0,1348.0,6018.0,3534.0,3854.0,2812.0,4408.0,769.0,1336.0,1735.0,1302.0,1972.0,2111.0,4835.0,1375.0,5666.0,4633.0,813.0,8021.0,8948.0,6391.0,5035.0,5378.0,405.0,675.0,464.0,2642.0,107329.0,1361247.0,1886312.6024
sub-NDARGH775KF5,812.0,640.0,2430.0,1978.0,400.0,3449.0,3954.0,3199.0,601.0,5763.0,2227.0,3311.0,1825.0,3426.0,622.0,1907.0,1354.0,855.0,1787.0,1930.0,4151.0,751.0,5529.0,3960.0,512.0,6268.0,6927.0,6263.0,3790.0,3043.0,287.0,388.0,396.0,2004.0,86742.8,1077995.0,1508025.619843
sub-NDARGH790CEF,868.0,674.0,2358.0,1806.0,467.0,3584.0,5510.0,3537.0,875.0,7120.0,2400.0,3395.0,2224.0,3321.0,452.0,1514.0,1358.0,959.0,1442.0,1813.0,3836.0,1124.0,5597.0,4628.0,575.0,5207.0,6987.0,6688.0,3943.0,3935.0,392.0,568.0,403.0,2191.0,91751.3,1000082.0,1486429.724456
sub-NDARGH842VFY,1110.0,628.0,2050.0,1845.0,494.0,3796.0,5636.0,3366.0,1008.0,5884.0,2450.0,4102.0,2223.0,3877.0,708.0,1665.0,1712.0,1081.0,1740.0,1958.0,4436.0,1240.0,4589.0,4419.0,562.0,5701.0,7779.0,5178.0,4566.0,3989.0,343.0,534.0,346.0,2192.0,93209.4,1108796.0,1512004.381199
sub-NDARGJ145ZK8,1210.0,813.0,2271.0,2042.0,426.0,3562.0,6604.0,4348.0,1189.0,5913.0,2881.0,4065.0,2389.0,4972.0,722.0,1587.0,1658.0,1135.0,1831.0,2261.0,5196.0,1443.0,5499.0,5550.0,646.0,7182.0,7738.0,6720.0,4565.0,4432.0,457.0,570.0,411.0,2926.0,105215.0,1300795.0,1793481.591506
sub-NDARGJ317VC9,827.0,760.0,2313.0,1650.0,497.0,3677.0,6538.0,3668.0,867.0,5809.0,2702.0,2834.0,2296.0,4179.0,670.0,1511.0,1383.0,996.0,1689.0,1445.0,4234.0,1275.0,4418.0,4678.0,682.0,6699.0,7985.0,6044.0,3959.0,3607.0,397.0,517.0,324.0,2455.0,93586.1,1189267.0,1622541.854182
sub-NDARGJ392ACY,1066.0,1276.0,3380.0,1838.0,397.0,3457.0,6478.0,3596.0,1009.0,5697.0,2830.0,3175.0,2214.0,3807.0,689.0,1336.0,1594.0,850.0,1773.0,1586.0,3240.0,1538.0,5928.0,3546.0,901.0,7302.0,8828.0,4419.0,3718.0,3079.0,341.0,569.0,388.0,2331.0,94178.8,1134268.0,1542845.439136
sub-NDARGJ395FKP,1068.0,774.0,1817.0,1901.0,438.0,3650.0,4821.0,4009.0,1079.0,5262.0,2393.0,3453.0,2090.0,4479.0,745.0,1549.0,1872.0,1091.0,2805.0,1870.0,3877.0,1282.0,4331.0,4197.0,673.0,8235.0,8944.0,4135.0,3903.0,3132.0,393.0,436.0,373.0,2481.0,93558.8,1170611.0,1679299.780057
sub-NDARGJ596GTA,909.0,626.0,1649.0,1737.0,271.0,2943.0,4855.0,2902.0,774.0,4261.0,2222.0,3379.0,2007.0,3808.0,626.0,1542.0,1376.0,704.0,1616.0,1841.0,3972.0,1147.0,4836.0,3741.0,572.0,6387.0,7636.0,5663.0,3493.0,3864.0,395.0,394.0,304.0,2021.0,84470.5,1039041.0,1457723.572814
sub-NDARGJ653MG2,780.0,562.0,1860.0,1495.0,358.0,3216.0,4836.0,2881.0,819.0,4760.0,2233.0,2750.0,1674.0,3173.0,613.0,1086.0,1291.0,895.0,1480.0,1291.0,3481.0,901.0,4176.0,3662.0,481.0,5109.0,5992.0,5038.0,3151.0,3130.0,328.0,470.0,291.0,2162.0,76424.4,1030579.0,1380207.435823
sub-NDARGJ954FP7,1094.0,699.0,2282.0,1811.0,488.0,3428.0,5066.0,3446.0,1020.0,5846.0,2812.0,3091.0,2067.0,4232.0,651.0,1324.0,1662.0,1059.0,1741.0,1637.0,4757.0,1064.0,5090.0,4280.0,640.0,6757.0,7031.0,4795.0,3543.0,3968.0,353.0,536.0,343.0,2633.0,91245.4,1232901.0,1703566.125242
sub-NDARGK041TPB,1091.0,721.0,2313.0,1664.0,505.0,3058.0,5684.0,3253.0,1008.0,5811.0,2539.0,2878.0,2206.0,3771.0,569.0,1388.0,1378.0,914.0,1653.0,1596.0,4672.0,1152.0,5819.0,3944.0,735.0,5592.0,6223.0,5448.0,3955.0,3722.0,357.0,493.0,343.0,2231.0,88686.8,1100762.0,1462146.31186
sub-NDARGK059JW7,1140.0,765.0,2065.0,1671.0,382.0,2967.0,7108.0,3511.0,943.0,5210.0,2289.0,3510.0,1863.0,4105.0,660.0,1287.0,1224.0,958.0,1405.0,1502.0,4489.0,1270.0,4735.0,4289.0,580.0,7199.0,6986.0,6140.0,4012.0,4095.0,380.0,472.0,396.0,1909.0,91521.7,1161302.0,1562981.119338
sub-NDARGK253TTG,806.0,563.0,1782.0,1854.0,297.0,2339.0,4609.0,2448.0,939.0,5173.0,1913.0,3246.0,1684.0,3144.0,558.0,1388.0,1166.0,745.0,1253.0,1393.0,4064.0,1218.0,4682.0,3316.0,443.0,4673.0,6223.0,5176.0,3444.0,3248.0,364.0,402.0,339.0,2050.0,76941.4,934410.0,1286014.561161
sub-NDARGK442YHH,1068.0,864.0,1904.0,1665.0,417.0,3028.0,5942.0,2959.0,838.0,6025.0,2162.0,2878.0,1801.0,3412.0,637.0,1435.0,1370.0,717.0,1227.0,1684.0,4688.0,1022.0,5470.0,4055.0,645.0,5363.0,7128.0,5753.0,3730.0,3597.0,336.0,570.0,334.0,2049.0,86773.9,1167396.0,1595427.257009
sub-NDARGK449LLK,785.0,599.0,1802.0,1460.0,330.0,2540.0,4054.0,2426.0,675.0,4584.0,2249.0,2624.0,1680.0,2812.0,558.0,1290.0,1150.0,775.0,1652.0,1188.0,3438.0,1037.0,4163.0,3359.0,445.0,5953.0,6159.0,4602.0,3073.0,2507.0,297.0,482.0,278.0,1839.0,72863.5,1016710.0,1420282.069374
sub-NDARGK672URV,1242.0,811.0,2510.0,1625.0,551.0,3544.0,7250.0,3950.0,1107.0,5726.0,3147.0,3099.0,2498.0,4337.0,746.0,1744.0,1323.0,1184.0,1658.0,1423.0,5190.0,1723.0,5794.0,3795.0,647.0,7501.0,8318.0,5213.0,4570.0,4260.0,453.0,676.0,354.0,2959.0,100931.0,1275227.0,1808407.184812
sub-NDARGK736HF4,706.0,782.0,2467.0,1553.0,301.0,3039.0,5648.0,3396.0,978.0,5348.0,2494.0,3517.0,1845.0,3641.0,527.0,1589.0,1555.0,776.0,1596.0,1535.0,4496.0,1467.0,4916.0,4307.0,617.0,5013.0,6288.0,5517.0,3700.0,4105.0,286.0,488.0,336.0,2483.0,87310.5,926818.0,1375942.889378
sub-NDARGK786DWR,1068.0,866.0,2669.0,2040.0,490.0,3673.0,5494.0,3915.0,763.0,6372.0,2721.0,3664.0,1951.0,4255.0,562.0,1853.0,1759.0,1129.0,1797.0,2152.0,3397.0,1367.0,5251.0,3114.0,655.0,6859.0,9383.0,3918.0,3933.0,2980.0,390.0,529.0,422.0,2019.0,93412.8,1085088.0,1535263.373391
sub-NDARGK943RL3,1096.0,1053.0,2015.0,1880.0,530.0,3621.0,5390.0,4030.0,1091.0,6882.0,2990.0,3552.0,2323.0,4699.0,714.0,1593.0,1658.0,947.0,1657.0,1958.0,4262.0,1414.0,5040.0,5163.0,775.0,6447.0,6664.0,6297.0,4132.0,3977.0,378.0,589.0,350.0,2868.0,98036.5,1223977.0,1696307.52129
sub-NDARGL085RTW,885.0,568.0,1313.0,941.0,310.0,2381.0,5161.0,2806.0,848.0,4218.0,1523.0,3099.0,1255.0,3431.0,464.0,1514.0,1058.0,674.0,1157.0,1099.0,4882.0,1278.0,4168.0,3168.0,414.0,3202.0,4687.0,4617.0,3480.0,2805.0,319.0,479.0,322.0,1856.0,70383.9,909087.0,1351842.119903
sub-NDARGL289TB8,889.0,718.0,2509.0,2029.0,488.0,3795.0,7085.0,3867.0,1153.0,6717.0,3219.0,4111.0,2304.0,4114.0,713.0,1624.0,1764.0,1080.0,2130.0,2276.0,4439.0,1218.0,5164.0,5371.0,681.0,6951.0,7646.0,6832.0,4026.0,3981.0,272.0,535.0,377.0,3161.0,103239.0,1287900.0,1744627.467758
sub-NDARGL586HN9,725.0,737.0,2363.0,1681.0,315.0,2766.0,6023.0,3415.0,1118.0,5766.0,2273.0,3097.0,2001.0,3680.0,475.0,1392.0,1517.0,823.0,1955.0,1462.0,3347.0,1354.0,4459.0,4591.0,430.0,5552.0,6404.0,6400.0,3378.0,3595.0,333.0,438.0,351.0,2042.0,86259.0,990624.0,1350658.007848
sub-NDARGL619EVM,941.0,715.0,1407.0,1551.0,397.0,3006.0,5657.0,3178.0,929.0,4418.0,2781.0,2618.0,2171.0,3359.0,474.0,1300.0,1234.0,800.0,1563.0,1543.0,3667.0,1070.0,4238.0,3684.0,530.0,4818.0,5684.0,4642.0,3784.0,2918.0,342.0,504.0,362.0,2528.0,78812.4,1037382.0,1401470.290346
sub-NDARGL800LDW,998.0,715.0,2624.0,1834.0,495.0,3391.0,6150.0,3914.0,1226.0,5962.0,2741.0,3447.0,2333.0,3811.0,614.0,1859.0,1634.0,1035.0,1832.0,1909.0,4263.0,1237.0,4842.0,4768.0,676.0,6718.0,7949.0,5844.0,4234.0,4772.0,443.0,585.0,358.0,2743.0,97955.2,1196943.0,1695211.963658
sub-NDARGL834CMQ,977.0,791.0,2089.0,1931.0,393.0,3273.0,5001.0,4099.0,870.0,5481.0,2914.0,3170.0,2107.0,3283.0,588.0,1517.0,1125.0,841.0,1464.0,1843.0,4171.0,1207.0,4300.0,4506.0,602.0,6402.0,7353.0,4884.0,3673.0,4378.0,302.0,510.0,366.0,2199.0,88610.3,1086710.0,1441839.69173
sub-NDARGL936KTV,888.0,732.0,2671.0,1953.0,402.0,3702.0,6161.0,4448.0,1129.0,5603.0,2803.0,3925.0,1948.0,4071.0,694.0,1333.0,1701.0,862.0,1949.0,2137.0,4385.0,1491.0,6559.0,4428.0,737.0,7375.0,10359.0,5269.0,4478.0,2749.0,425.0,616.0,350.0,2708.0,101040.0,1211471.0,1693981.195514
sub-NDARGL963HU4,1061.0,860.0,3046.0,1473.0,456.0,3182.0,4922.0,3182.0,817.0,5841.0,2402.0,3460.0,2009.0,3691.0,704.0,1544.0,2242.0,872.0,1887.0,1473.0,3356.0,1298.0,4767.0,3116.0,676.0,7663.0,8574.0,4041.0,4249.0,2567.0,378.0,490.0,384.0,2512.0,89199.4,1070838.0,1488015.723463
sub-NDARGM159ZL9,956.0,816.0,2087.0,1758.0,432.0,3444.0,5715.0,3919.0,1047.0,5250.0,2522.0,3275.0,2077.0,3999.0,628.0,1640.0,1441.0,859.0,1640.0,1896.0,4405.0,1256.0,4848.0,4045.0,737.0,6076.0,7321.0,6363.0,3999.0,3731.0,371.0,476.0,414.0,2507.0,91951.0,1171118.0,1619122.045973
sub-NDARGM196JMM,1229.0,909.0,2900.0,1844.0,610.0,3894.0,6566.0,3944.0,1365.0,5896.0,2988.0,4010.0,2382.0,4417.0,783.0,1498.0,1888.0,979.0,1744.0,1950.0,4350.0,1631.0,5413.0,4845.0,891.0,8528.0,8187.0,7748.0,4952.0,4351.0,454.0,550.0,404.0,2463.0,106562.0,1294828.0,1723976.705644
sub-NDARGM240YJM,940.0,497.0,1688.0,1683.0,346.0,2417.0,4879.0,3002.0,860.0,5087.0,1758.0,2628.0,1486.0,3470.0,506.0,1208.0,1204.0,656.0,1345.0,1633.0,4190.0,1066.0,4699.0,3589.0,382.0,5322.0,5583.0,5706.0,3136.0,3870.0,328.0,452.0,324.0,1938.0,77874.2,948685.0,1348033.85007
sub-NDARGM258RZU,1148.0,852.0,2213.0,2034.0,427.0,3014.0,6461.0,3457.0,1052.0,5859.0,2371.0,3230.0,1941.0,4010.0,641.0,1573.0,1396.0,879.0,1772.0,2031.0,3920.0,1352.0,4858.0,5114.0,672.0,6594.0,7744.0,5972.0,3958.0,3493.0,392.0,454.0,331.0,2433.0,93647.9,1151671.0,1600592.050041
sub-NDARGM269AVQ,665.0,527.0,1714.0,1381.0,379.0,2529.0,4726.0,2742.0,835.0,4155.0,1887.0,2474.0,1416.0,2819.0,563.0,1025.0,1248.0,729.0,1591.0,1155.0,3290.0,912.0,3626.0,3252.0,484.0,4375.0,5026.0,5398.0,2884.0,2970.0,320.0,425.0,251.0,2053.0,69827.3,883747.0,1203492.874327
sub-NDARGM421YWQ,1195.0,819.0,2790.0,2031.0,473.0,4233.0,8731.0,4746.0,1160.0,6944.0,2769.0,3813.0,2584.0,4906.0,759.0,2138.0,1389.0,1044.0,1713.0,2027.0,5800.0,1283.0,6028.0,5385.0,817.0,7763.0,9831.0,7221.0,4072.0,4569.0,438.0,602.0,369.0,2508.0,112948.0,1393984.0,1874864.415253
sub-NDARGM426CJT,822.0,701.0,2222.0,1513.0,360.0,2666.0,4513.0,3365.0,923.0,5315.0,2342.0,2702.0,1787.0,3108.0,493.0,1629.0,1289.0,782.0,1240.0,1587.0,3830.0,1107.0,4518.0,3503.0,522.0,5580.0,6993.0,4926.0,3351.0,3650.0,307.0,528.0,325.0,2239.0,80736.4,1072173.127813,1405475.71131
sub-NDARGM439FZD,1015.0,625.0,2731.0,1967.0,467.0,3511.0,6837.0,3792.0,947.0,5910.0,2862.0,4010.0,2175.0,4244.0,614.0,1831.0,1939.0,990.0,2173.0,1776.0,4731.0,1492.0,5365.0,4467.0,490.0,6223.0,8531.0,6760.0,4432.0,4173.0,347.0,541.0,417.0,2790.0,101176.0,1217505.0,1665408.166813
sub-NDARGM498YFL,960.0,712.0,2177.0,1460.0,497.0,3094.0,6464.0,3482.0,885.0,5200.0,2542.0,3007.0,2078.0,3865.0,519.0,1448.0,1228.0,826.0,1706.0,1403.0,3842.0,1190.0,4507.0,4292.0,572.0,6506.0,6569.0,6044.0,3616.0,3010.0,359.0,549.0,330.0,2123.0,87063.0,1070902.0,1428453.961742
sub-NDARGM540EV8,1120.0,539.0,2137.0,1550.0,504.0,3492.0,7377.0,3617.0,1019.0,5413.0,2237.0,3161.0,1877.0,3606.0,583.0,1413.0,1571.0,926.0,1897.0,1571.0,4672.0,1095.0,5508.0,4816.0,782.0,6454.0,7407.0,6661.0,4243.0,4456.0,347.0,535.0,409.0,2362.0,95358.3,1177983.0,1650481.495438
sub-NDARGM610LF0,877.0,754.0,2693.0,1855.0,462.0,3352.0,6517.0,3428.0,941.0,5024.0,2842.0,2902.0,1677.0,3641.0,734.0,2067.0,1677.0,1071.0,1826.0,1642.0,4022.0,1243.0,5211.0,4274.0,465.0,7067.0,8077.0,6267.0,3567.0,3826.0,417.0,698.0,425.0,2619.0,94162.0,1112664.0,1619739.735516
sub-NDARGM638CCA,812.0,522.0,1653.0,1744.0,481.0,2868.0,4535.0,3319.0,1089.0,5485.0,2133.0,3221.0,1799.0,3391.0,572.0,1142.0,1080.0,831.0,1434.0,1829.0,3456.0,945.0,4119.0,3716.0,481.0,4994.0,6857.0,5075.0,3506.0,3376.0,328.0,520.0,314.0,2623.0,80250.5,1017831.0,1380562.715588
sub-NDARGN044FE4,818.0,660.0,1982.0,1498.0,525.0,3254.0,5164.0,3137.0,918.0,5388.0,2478.0,3158.0,2091.0,3018.0,672.0,1433.0,1657.0,960.0,2046.0,1370.0,3813.0,1243.0,4576.0,4347.0,714.0,6067.0,7570.0,4637.0,3687.0,3446.0,350.0,470.0,408.0,2442.0,85996.8,1093220.0,1503953.26989
sub-NDARGN210CK7,977.0,922.0,2616.0,1680.0,415.0,3410.0,6113.0,3949.0,873.0,5508.0,2823.0,3057.0,2347.0,4632.0,783.0,1419.0,1424.0,931.0,1592.0,1441.0,4786.0,1437.0,5518.0,3830.0,659.0,5949.0,7819.0,5535.0,4050.0,4248.0,409.0,540.0,340.0,2278.0,94308.1,1087026.0,1497326.343731
sub-NDARGN460JU2,1036.0,986.0,2764.0,1902.0,451.0,3437.0,6726.0,3711.0,1065.0,5656.0,2806.0,3318.0,2261.0,4177.0,760.0,1580.0,1515.0,942.0,1748.0,1800.0,4774.0,1187.0,5829.0,4274.0,659.0,7814.0,8601.0,5746.0,4528.0,4375.0,464.0,503.0,427.0,2648.0,100468.0,1324492.0,1745793.63082
sub-NDARGN483WFH,840.0,564.0,1795.0,1324.0,311.0,2753.0,4544.0,2961.0,773.0,3804.0,1861.0,2414.0,1461.0,3206.0,693.0,1200.0,1282.0,773.0,1820.0,1290.0,3405.0,1122.0,4148.0,3228.0,354.0,4822.0,5990.0,4911.0,3501.0,3206.0,368.0,372.0,314.0,2227.0,73634.6,969799.0,1431893.429069
sub-NDARGN782BZN,979.0,942.0,2176.0,1187.0,344.0,2682.0,5132.0,3134.0,850.0,3592.0,2264.0,2412.0,1895.0,3799.0,591.0,1535.0,1253.0,832.0,1470.0,1154.0,3913.0,1153.0,4654.0,3301.0,610.0,6689.0,7330.0,4665.0,3581.0,3273.0,368.0,470.0,310.0,2302.0,80843.7,1041786.0,1422533.922619
sub-NDARGP240ENJ,965.0,1341.0,3283.0,1561.0,424.0,3744.0,5930.0,3190.0,888.0,6243.0,2943.0,3929.0,2203.0,3547.0,775.0,2183.0,2069.0,1168.0,2151.0,1761.0,4390.0,1522.0,6655.0,2805.0,799.0,5973.0,9005.0,4158.0,4301.0,3273.0,407.0,654.0,407.0,2915.0,97559.5,1256685.0,1775805.64037
sub-NDARGP399TDM,969.0,754.0,1522.0,1494.0,364.0,3055.0,4898.0,2905.0,864.0,4579.0,2459.0,3472.0,1725.0,3412.0,579.0,1246.0,1406.0,851.0,1787.0,1627.0,3874.0,1093.0,3932.0,3112.0,671.0,5245.0,5419.0,4984.0,3606.0,3760.0,356.0,532.0,298.0,2169.0,79018.7,985660.0,1341786.447416
sub-NDARGP669PKX,1072.0,799.0,2592.0,1558.0,381.0,3477.0,6550.0,3837.0,912.0,4521.0,2399.0,3091.0,2281.0,4112.0,726.0,1727.0,1392.0,847.0,1408.0,1527.0,4909.0,1335.0,4867.0,4487.0,775.0,6827.0,8190.0,6030.0,3716.0,3986.0,404.0,463.0,358.0,2227.0,93782.2,1150943.0,1587046.694295
sub-NDARGP733LVB,1398.0,979.0,2806.0,1979.0,376.0,4202.0,8156.0,4231.0,1207.0,7297.0,3071.0,3784.0,2292.0,4300.0,786.0,1734.0,1685.0,1080.0,2041.0,1952.0,5005.0,1517.0,5826.0,5361.0,715.0,8040.0,9249.0,6478.0,4536.0,4294.0,432.0,588.0,386.0,2851.0,110635.0,1418845.0,1953575.054769
sub-NDARGP984YLN,1047.0,541.0,1755.0,1138.0,490.0,2595.0,5858.0,2460.0,833.0,3949.0,1382.0,2912.0,1234.0,3557.0,723.0,1258.0,1209.0,437.0,1014.0,1047.0,3697.0,1197.0,4387.0,3268.0,403.0,3492.0,5959.0,5476.0,3517.0,3429.0,234.0,428.0,309.0,2175.0,73411.1,972252.0,1536621.658137
sub-NDARGR125APK,911.0,944.0,2136.0,1658.0,431.0,3062.0,5266.0,3301.0,849.0,5038.0,2478.0,3359.0,2290.0,3443.0,607.0,1432.0,1278.0,840.0,1503.0,1745.0,4408.0,1337.0,4638.0,4008.0,692.0,6070.0,6478.0,5970.0,3245.0,4439.0,395.0,442.0,301.0,2488.0,87481.4,1194037.0,1652646.012519
sub-NDARGR199PM2,921.0,874.0,2131.0,1936.0,383.0,3171.0,5633.0,3607.0,940.0,5206.0,2391.0,3886.0,2115.0,3597.0,557.0,1575.0,1231.0,786.0,1349.0,2014.0,4110.0,1270.0,5022.0,3853.0,717.0,5675.0,7156.0,5240.0,3596.0,3587.0,365.0,364.0,318.0,2206.0,87785.1,1083881.0,1454998.798603
sub-NDARGR354WBH,1083.0,816.0,1903.0,1354.0,366.0,2947.0,6701.0,3067.0,1024.0,4912.0,2314.0,3175.0,2065.0,4146.0,721.0,1497.0,1257.0,734.0,1180.0,1372.0,4313.0,1238.0,4985.0,4189.0,741.0,5628.0,7330.0,6079.0,4216.0,4131.0,385.0,517.0,395.0,2230.0,89010.1,1134273.0,1564700.021462
sub-NDARGR499GKJ,1050.0,901.0,1717.0,1764.0,388.0,3174.0,6414.0,3735.0,951.0,5106.0,2825.0,2879.0,2134.0,4491.0,650.0,1411.0,1245.0,939.0,1554.0,1613.0,4335.0,1128.0,4638.0,4439.0,754.0,6739.0,6732.0,5866.0,4262.0,3555.0,409.0,605.0,330.0,2445.0,91181.3,1148911.0,1562868.264399
