lh.aparc.area,lh_bankssts_area,lh_caudalanteriorcingulate_area,lh_caudalmiddlefrontal_area,lh_cuneus_area,lh_entorhinal_area,lh_fusiform_area,lh_inferiorparietal_area,lh_inferiortemporal_area,lh_isthmuscingulate_area,lh_lateraloccipital_area,lh_lateralorbitofrontal_area,lh_lingual_area,lh_medialorbitofrontal_area,lh_middletemporal_area,lh_parahippocampal_area,lh_paracentral_area,lh_parsopercularis_area,lh_parsorbitalis_area,lh_parstriangularis_area,lh_pericalcarine_area,lh_postcentral_area,lh_posteriorcingulate_area,lh_precentral_area,lh_precuneus_area,lh_rostralanteriorcingulate_area,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_superiorparietal_area,lh_superiortemporal_area,lh_supramarginal_area,lh_frontalpole_area,lh_temporalpole_area,lh_transversetemporal_area,lh_insula_area,lh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-NDARUX885LMW,1569.0,767.0,2544.0,1290.0,422.0,3379.0,5138.0,3341.0,1095.0,5001.0,2793.0,3220.0,1808.0,3640.0,721.0,1305.0,1649.0,741.0,1325.0,1466.0,4193.0,1405.0,4996.0,3656.0,867.0,6065.0,8708.0,5349.0,4449.0,5436.0,324.0,401.0,535.0,2447.0,92054.9,1094755.0,1492216.681269
sub-NDARUX911VE1,1190.0,729.0,2094.0,1505.0,381.0,3001.0,4095.0,3405.0,882.0,5184.0,2508.0,2837.0,1660.0,3309.0,669.0,1535.0,1856.0,740.0,1284.0,1222.0,4366.0,1137.0,4474.0,4271.0,735.0,5477.0,6754.0,5909.0,4709.0,4454.0,272.0,468.0,516.0,2380.0,86004.9,1119756.0,1516604.386361
sub-NDARUY024RVP,1015.0,665.0,2599.0,1737.0,569.0,4187.0,5264.0,3860.0,941.0,6291.0,3429.0,3250.0,2327.0,3461.0,842.0,1581.0,1649.0,906.0,1667.0,1750.0,4848.0,1627.0,5744.0,4547.0,892.0,7469.0,10161.0,7267.0,4807.0,5420.0,384.0,577.0,470.0,2834.0,105044.0,1219246.0,1648187.318081
sub-NDARUY379PT5,1011.0,567.0,2279.0,1507.0,491.0,2973.0,5199.0,3518.0,1127.0,4708.0,2414.0,3083.0,1775.0,3624.0,754.0,1404.0,1524.0,717.0,1115.0,1400.0,5138.0,1301.0,5024.0,4119.0,625.0,5407.0,7404.0,6214.0,4487.0,4876.0,311.0,563.0,492.0,2391.0,89541.4,1027396.0,1529082.607044
sub-NDARUY549PGQ,1245.0,743.0,2973.0,1774.0,512.0,3012.0,4315.0,4243.0,1214.0,5216.0,2853.0,3095.0,1791.0,3600.0,673.0,1405.0,2018.0,779.0,1659.0,1555.0,4499.0,1267.0,5506.0,4083.0,905.0,7258.0,8427.0,6369.0,4244.0,4819.0,312.0,574.0,503.0,2296.0,95736.5,1106596.0,1508610.597714
sub-NDARUY720JW1,1093.0,705.0,2231.0,1448.0,573.0,3039.0,6430.0,3924.0,1307.0,5899.0,2692.0,2838.0,1811.0,4249.0,738.0,1453.0,1469.0,835.0,1550.0,1167.0,4138.0,1428.0,5395.0,4400.0,759.0,6019.0,7361.0,6478.0,3819.0,3917.0,306.0,521.0,369.0,2529.0,92895.7,1188790.0,1591938.127795
sub-NDARUY730ANT,1241.0,594.0,2707.0,1900.0,410.0,3458.0,4507.0,3614.0,923.0,6185.0,2568.0,3807.0,1878.0,3630.0,604.0,1308.0,1412.0,726.0,1243.0,1895.0,4161.0,1190.0,5621.0,3640.0,768.0,6185.0,7766.0,5278.0,4110.0,4031.0,328.0,366.0,488.0,2631.0,91172.1,1057902.0,1463149.877952
sub-NDARUY876VL1,969.0,590.0,2021.0,1471.0,534.0,3257.0,5170.0,3833.0,1317.0,5513.0,2995.0,2936.0,1830.0,3267.0,678.0,1372.0,1685.0,904.0,1558.0,1229.0,4682.0,1284.0,5036.0,4243.0,902.0,6655.0,8146.0,7773.0,3817.0,4189.0,328.0,583.0,552.0,2327.0,93644.2,1180097.0,1574396.690379
sub-NDARUZ056AC3,1256.0,692.0,2401.0,1517.0,469.0,3603.0,5727.0,4105.0,1378.0,5826.0,2780.0,2994.0,1830.0,3986.0,717.0,1290.0,1634.0,781.0,1602.0,1986.0,4307.0,1212.0,5460.0,4425.0,787.0,6600.0,8215.0,6596.0,5066.0,4907.0,322.0,469.0,552.0,2362.0,97852.2,1190792.0,1624761.429545
sub-NDARUZ200NRJ,1101.0,779.0,2102.0,1796.0,582.0,3160.0,4998.0,3321.0,966.0,5417.0,2526.0,3273.0,1400.0,3374.0,707.0,1366.0,1648.0,769.0,1627.0,1659.0,4693.0,1142.0,5023.0,4065.0,757.0,6325.0,7547.0,6264.0,4487.0,4131.0,300.0,452.0,444.0,2497.0,90696.5,1107337.0,1529351.060183
sub-NDARUZ206DRV,1023.0,534.0,2168.0,1187.0,454.0,3010.0,5597.0,2564.0,998.0,5307.0,2496.0,2805.0,1570.0,2800.0,567.0,1464.0,1432.0,596.0,1090.0,991.0,3564.0,1142.0,4304.0,3601.0,530.0,4718.0,6753.0,5534.0,4103.0,3883.0,273.0,549.0,518.0,2086.0,80212.2,971769.0,1440041.999266
sub-NDARUZ221YL6,1388.0,568.0,2581.0,1334.0,582.0,3250.0,5088.0,3055.0,1134.0,5493.0,2345.0,2408.0,1702.0,3715.0,644.0,1232.0,2055.0,772.0,1578.0,1379.0,5120.0,990.0,5682.0,4432.0,671.0,5918.0,8035.0,6290.0,4748.0,4582.0,236.0,488.0,534.0,2682.0,92709.6,1110266.0,1569617.272665
sub-NDARUZ368BT4,912.0,643.0,2537.0,1421.0,545.0,3325.0,4469.0,4043.0,1025.0,5151.0,2834.0,2658.0,1764.0,3432.0,728.0,1315.0,1414.0,739.0,1320.0,1310.0,4000.0,1225.0,4533.0,4014.0,769.0,5806.0,8045.0,5302.0,4172.0,4051.0,285.0,517.0,444.0,2162.0,86912.6,1072284.0,1419739.522509
sub-NDARUZ408MRL,1237.0,1023.0,2764.0,1706.0,569.0,3497.0,5583.0,3654.0,1157.0,5382.0,2828.0,3374.0,2178.0,3382.0,681.0,1603.0,2003.0,786.0,1879.0,1834.0,4541.0,1780.0,5963.0,5059.0,960.0,6085.0,7692.0,6931.0,4256.0,4177.0,289.0,554.0,441.0,2554.0,98401.4,1271044.15152,1697722.965078
sub-NDARUZ795GRG,1154.0,839.0,2389.0,1684.0,553.0,4237.0,5408.0,3726.0,1378.0,5613.0,3144.0,3494.0,1808.0,3550.0,649.0,1694.0,1704.0,926.0,1624.0,1447.0,4915.0,1887.0,5748.0,4730.0,778.0,6386.0,7626.0,6790.0,4569.0,5837.0,328.0,519.0,490.0,3186.0,100810.0,1291006.0,1797889.186143
sub-NDARUZ818ADU,1228.0,637.0,2832.0,1890.0,448.0,3080.0,4437.0,3270.0,1139.0,5668.0,2829.0,3264.0,1984.0,4037.0,614.0,1375.0,1863.0,740.0,1419.0,2101.0,4729.0,1276.0,5855.0,3613.0,727.0,7260.0,7852.0,5253.0,5268.0,4196.0,335.0,409.0,578.0,2513.0,94720.7,1213073.0,1622791.755194
sub-NDARUZ859WCN,1183.0,915.0,2482.0,1734.0,618.0,3707.0,5676.0,4405.0,1191.0,5878.0,3243.0,3877.0,1966.0,3925.0,675.0,1524.0,1589.0,920.0,1945.0,1666.0,4752.0,1662.0,5058.0,4421.0,1116.0,6838.0,9305.0,5879.0,4682.0,4608.0,316.0,650.0,514.0,2561.0,101481.0,1278951.0,1703981.073664
sub-NDARVA284CL4,1022.0,897.0,2350.0,1956.0,521.0,3692.0,5433.0,3699.0,1073.0,6147.0,2630.0,3358.0,1867.0,3371.0,757.0,1427.0,1682.0,831.0,1423.0,1679.0,4165.0,1369.0,5199.0,3757.0,768.0,5937.0,7628.0,6013.0,4093.0,4302.0,313.0,503.0,499.0,2326.0,92688.7,1139396.0,1532507.142487
sub-NDARVA602LMV,1472.0,551.0,1914.0,1124.0,497.0,3293.0,4918.0,3351.0,1112.0,4990.0,3014.0,3300.0,1808.0,3772.0,645.0,1388.0,2071.0,748.0,1495.0,1112.0,4173.0,1415.0,4705.0,3987.0,666.0,6823.0,8021.0,6141.0,4521.0,4439.0,418.0,450.0,511.0,2845.0,91688.0,1238507.147642,1569996.373907
sub-NDARVA930UA3,1130.0,769.0,2593.0,1787.0,516.0,3357.0,4694.0,4171.0,1186.0,5702.0,2684.0,3188.0,1719.0,4063.0,629.0,1463.0,2033.0,702.0,1437.0,1815.0,4488.0,1289.0,4999.0,4104.0,1083.0,7075.0,8173.0,5443.0,4774.0,4912.0,294.0,521.0,585.0,2815.0,96196.2,1159386.0,1598160.351238
sub-NDARVB012UWL,956.0,572.0,1998.0,1466.0,435.0,2757.0,5081.0,2833.0,1247.0,4880.0,2699.0,2997.0,1730.0,3221.0,613.0,1138.0,1420.0,846.0,1462.0,1515.0,3890.0,1243.0,4600.0,3639.0,721.0,5570.0,6149.0,4744.0,4339.0,3446.0,254.0,447.0,444.0,2305.0,81660.3,1040672.0,1389697.970226
sub-NDARVB04TJA,1318.0,509.0,2732.0,1362.0,559.0,3530.0,5276.0,4555.0,1154.0,5839.0,3216.0,2927.0,2178.0,3868.0,715.0,1440.0,1857.0,803.0,1531.0,1183.0,4884.0,1162.0,5316.0,4983.0,646.0,6321.0,9278.0,6910.0,4761.0,5534.0,294.0,491.0,587.0,2713.0,100429.0,1232511.0,1693876.195599
sub-NDARVB091TPK,1198.0,747.0,2032.0,1734.0,638.0,3888.0,4900.0,4094.0,1142.0,6055.0,2885.0,3323.0,2072.0,3605.0,772.0,1292.0,1742.0,782.0,1577.0,1381.0,4488.0,1209.0,5205.0,3938.0,682.0,6399.0,8071.0,5535.0,4447.0,4881.0,331.0,538.0,523.0,2668.0,94772.3,1190596.0,1593601.523638
sub-NDARVB151GXF,1265.0,1002.0,2553.0,2001.0,663.0,4082.0,6079.0,4977.0,1476.0,5698.0,3263.0,3584.0,2487.0,4239.0,836.0,1179.0,1955.0,900.0,1848.0,1836.0,5025.0,1448.0,4906.0,4776.0,1081.0,8202.0,10015.0,6937.0,5119.0,5088.0,324.0,663.0,571.0,2808.0,108886.0,1295664.0,1737275.517385
sub-NDARVB297WUM,880.0,485.0,2204.0,1700.0,458.0,3005.0,3887.0,2925.0,957.0,5370.0,2540.0,3390.0,1552.0,2771.0,619.0,1570.0,1468.0,726.0,1307.0,1438.0,4510.0,1010.0,4713.0,4541.0,418.0,5233.0,6586.0,5086.0,4183.0,3617.0,257.0,497.0,512.0,2128.0,82544.3,1046526.0,1433456.155014
sub-NDARVB587ECK,1855.0,979.0,2991.0,1890.0,556.0,4501.0,6154.0,4211.0,1262.0,6211.0,3395.0,4207.0,2444.0,4381.0,697.0,1668.0,1582.0,1008.0,1556.0,1754.0,4670.0,1328.0,5752.0,4769.0,1156.0,7918.0,9359.0,6137.0,4981.0,7139.0,411.0,615.0,437.0,2642.0,110624.0,1281092.0,1720574.286745
sub-NDARVB607WW4,962.0,702.0,3165.0,1779.0,483.0,3246.0,3932.0,3176.0,892.0,5862.0,2828.0,3293.0,2262.0,3278.0,694.0,1453.0,1380.0,806.0,1373.0,1923.0,4157.0,1184.0,5026.0,4005.0,1157.0,7552.0,9153.0,5125.0,4327.0,4307.0,351.0,473.0,455.0,2639.0,93402.2,1137714.0,1528639.779554
sub-NDARVB811FVD,1042.0,630.0,2603.0,1802.0,451.0,3687.0,5145.0,4325.0,1333.0,5768.0,3465.0,3689.0,2323.0,3870.0,763.0,1689.0,1837.0,896.0,1772.0,1843.0,5189.0,1451.0,5502.0,4329.0,1019.0,7526.0,9760.0,6160.0,5282.0,4180.0,371.0,611.0,626.0,2646.0,103582.0,1269054.0,1708882.446037
sub-NDARVB842ZM8,1010.0,611.0,1977.0,1766.0,501.0,3269.0,4319.0,3099.0,1110.0,5187.0,2692.0,3175.0,1813.0,3185.0,633.0,1349.0,1872.0,809.0,1612.0,1468.0,4385.0,1246.0,4998.0,3748.0,835.0,5755.0,7050.0,6012.0,4416.0,4336.0,312.0,481.0,560.0,2531.0,88124.8,1044433.0,1482966.341158
sub-NDARVB877VWL,1227.0,800.0,2189.0,1682.0,718.0,3488.0,6476.0,4697.0,1261.0,6279.0,3066.0,3369.0,2346.0,4258.0,670.0,1190.0,1934.0,961.0,1655.0,1436.0,5365.0,1269.0,5782.0,4977.0,1262.0,6588.0,9076.0,6787.0,4693.0,5240.0,344.0,576.0,508.0,2509.0,104685.0,1233615.0,1715419.142595
sub-NDARVB897AH1,1024.0,649.0,2124.0,1508.0,334.0,3501.0,5206.0,3992.0,1021.0,5273.0,2408.0,3112.0,2138.0,3220.0,540.0,1246.0,2224.0,711.0,1388.0,1423.0,3800.0,1275.0,4540.0,3545.0,775.0,5912.0,7762.0,4889.0,4209.0,4101.0,310.0,566.0,426.0,2444.0,87599.5,1116166.0,1627451.133482
sub-NDARVB902GA5,1258.0,673.0,1879.0,1369.0,648.0,4212.0,5178.0,3740.0,1124.0,5876.0,2936.0,2862.0,2066.0,4047.0,749.0,1447.0,1562.0,812.0,1567.0,1455.0,4874.0,1416.0,5568.0,4462.0,825.0,7541.0,8277.0,6658.0,5100.0,4237.0,398.0,526.0,553.0,2777.0,98673.2,1157366.0,1523139.059632
sub-NDARVC140PKY,1490.0,588.0,2316.0,1481.0,495.0,3109.0,5503.0,3849.0,1380.0,5607.0,3023.0,3210.0,2085.0,3919.0,789.0,1492.0,1885.0,868.0,1421.0,1343.0,4716.0,1289.0,5104.0,4367.0,922.0,7283.0,8806.0,5697.0,4980.0,5376.0,323.0,467.0,605.0,2746.0,98534.1,1236743.0,1693543.372211
sub-NDARVC195NLH,1032.0,953.0,2496.0,1750.0,619.0,3202.0,4808.0,3972.0,1014.0,5045.0,2880.0,2969.0,1805.0,3322.0,666.0,1519.0,2136.0,807.0,1629.0,1672.0,4400.0,1415.0,4804.0,4323.0,953.0,6080.0,8052.0,6700.0,4519.0,5250.0,340.0,509.0,613.0,2958.0,95212.3,1218716.0,1653658.276534
sub-NDARVC246ZY8,923.0,503.0,1962.0,1339.0,476.0,3293.0,5322.0,3194.0,886.0,4696.0,3079.0,2956.0,1965.0,3239.0,745.0,1249.0,1553.0,874.0,1174.0,1396.0,3827.0,1229.0,4506.0,3536.0,652.0,5597.0,7126.0,4590.0,3626.0,3398.0,274.0,454.0,443.0,2229.0,82310.1,1030709.0,1366132.327109
sub-NDARVC305AC6,1033.0,823.0,2328.0,1823.0,550.0,4186.0,5423.0,4827.0,1217.0,6835.0,3266.0,2902.0,2227.0,4310.0,747.0,1688.0,1814.0,1018.0,1689.0,1441.0,5489.0,1665.0,5444.0,4399.0,1203.0,7773.0,9916.0,6530.0,4747.0,4059.0,346.0,630.0,500.0,2922.0,105771.0,1344943.0,1813599.548944
sub-NDARVC310XV2,1113.0,413.0,2574.0,1516.0,524.0,2990.0,3518.0,3113.0,748.0,5753.0,1787.0,2533.0,1443.0,2930.0,576.0,968.0,2366.0,539.0,1074.0,1407.0,2836.0,1003.0,4014.0,3257.0,423.0,5636.0,6337.0,3795.0,3795.0,2852.0,283.0,410.0,412.0,1897.0,74838.6,937941.0,1395464.087918
sub-NDARVC350WVG,1049.0,843.0,2316.0,1868.0,591.0,3684.0,5185.0,4052.0,1318.0,5428.0,2789.0,3499.0,1983.0,3754.0,664.0,1326.0,1584.0,858.0,1455.0,1839.0,4379.0,1436.0,5541.0,3598.0,860.0,7114.0,8045.0,5799.0,4599.0,4098.0,296.0,563.0,520.0,2226.0,95162.6,1109160.0,1538599.349537
sub-NDARVC518NWG,1912.0,567.0,2897.0,1345.0,470.0,3783.0,5609.0,4743.0,1089.0,4932.0,2202.0,2283.0,1426.0,4482.0,757.0,1441.0,2219.0,723.0,1529.0,1201.0,4775.0,1248.0,6371.0,3091.0,665.0,6489.0,9105.0,5002.0,5037.0,5486.0,258.0,674.0,528.0,2926.0,97266.8,1257935.0,1831710.829584
sub-NDARVC558CAA,844.0,486.0,2385.0,1357.0,439.0,2820.0,4478.0,3172.0,927.0,5620.0,2220.0,3366.0,1725.0,3161.0,529.0,1175.0,1418.0,629.0,1234.0,1305.0,4369.0,1152.0,5228.0,3835.0,548.0,5145.0,7255.0,6463.0,3727.0,4902.0,293.0,432.0,368.0,2405.0,85413.9,1059362.0,1430468.07345
sub-NDARVC673HFA,991.0,867.0,2605.0,1324.0,649.0,3312.0,4636.0,3847.0,1086.0,4264.0,2807.0,3115.0,1845.0,3732.0,724.0,1201.0,1707.0,756.0,1432.0,1397.0,4049.0,1276.0,5412.0,4083.0,924.0,7334.0,7441.0,6607.0,4456.0,4463.0,397.0,528.0,580.0,2592.0,92437.9,1143038.0,1530374.220744
sub-NDARVC711ZK0,678.0,514.0,1513.0,1139.0,442.0,2030.0,3096.0,2291.0,913.0,4266.0,2020.0,2297.0,1363.0,2418.0,496.0,1016.0,1323.0,667.0,1321.0,1086.0,3072.0,1089.0,3760.0,2406.0,427.0,4200.0,4833.0,3572.0,3363.0,3115.0,258.0,559.0,467.0,1922.0,63931.9,854967.0,1291232.575141
sub-NDARVC716GEE,1041.0,635.0,2533.0,1155.0,448.0,3730.0,4276.0,3582.0,979.0,5360.0,1791.0,2999.0,1498.0,3034.0,754.0,1593.0,1274.0,824.0,1110.0,1122.0,6004.0,1141.0,5011.0,4262.0,480.0,5275.0,6989.0,5405.0,4043.0,5383.0,287.0,507.0,564.0,2192.0,87279.0,1035019.0,1584730.324226
sub-NDARVC745RL3,938.0,862.0,2418.0,2014.0,453.0,3165.0,4745.0,3475.0,896.0,5069.0,2666.0,3047.0,2299.0,3118.0,610.0,1352.0,1499.0,849.0,1226.0,1546.0,4231.0,1116.0,4493.0,4390.0,1167.0,6598.0,6945.0,6854.0,3626.0,4716.0,284.0,509.0,386.0,2260.0,89821.2,1173811.0,1583260.847633
sub-NDARVC821LP9,996.0,537.0,2087.0,1230.0,500.0,2794.0,3579.0,2972.0,1229.0,5258.0,2749.0,3310.0,1987.0,3107.0,703.0,1329.0,1297.0,730.0,1313.0,1153.0,4883.0,1221.0,5041.0,3906.0,809.0,6766.0,7896.0,5412.0,4076.0,3993.0,290.0,420.0,593.0,2310.0,86477.8,1094479.0,1504939.530967
sub-NDARVC871YDD,1454.0,676.0,3283.0,1713.0,670.0,3408.0,5340.0,3041.0,1252.0,6430.0,2992.0,3826.0,1644.0,2903.0,922.0,1678.0,2291.0,863.0,1886.0,1743.0,5127.0,1317.0,6005.0,4518.0,709.0,7441.0,9001.0,6921.0,5082.0,5419.0,301.0,531.0,594.0,2486.0,103470.0,1231005.0,1670874.475095
sub-NDARVC874KGR,1217.0,757.0,2281.0,1590.0,613.0,3639.0,4735.0,3810.0,1485.0,5237.0,2982.0,2803.0,2083.0,3203.0,670.0,1122.0,2256.0,782.0,1717.0,1469.0,4392.0,1295.0,4556.0,4417.0,1034.0,6833.0,7873.0,6531.0,4465.0,5634.0,285.0,517.0,484.0,2427.0,95192.6,1248761.0,1694049.505123
sub-NDARVC882UMT,1077.0,838.0,2859.0,1538.0,397.0,3576.0,5557.0,4075.0,1049.0,5565.0,2873.0,3409.0,1870.0,3344.0,737.0,1336.0,1712.0,742.0,1312.0,1555.0,4314.0,1219.0,4737.0,3698.0,1110.0,6332.0,7321.0,5501.0,4259.0,4613.0,318.0,420.0,462.0,2473.0,92196.2,1154505.0,1551360.009429
sub-NDARVC956HHP,1179.0,600.0,2976.0,1388.0,533.0,3491.0,4328.0,3943.0,1192.0,4791.0,2622.0,3160.0,2066.0,4112.0,733.0,1429.0,1717.0,811.0,1392.0,1299.0,4554.0,1231.0,5737.0,4654.0,891.0,6404.0,8449.0,6620.0,5324.0,6257.0,359.0,475.0,541.0,2385.0,97639.7,1209509.0,1676541.372211
sub-NDARVC964LX0,1107.0,649.0,2901.0,1389.0,506.0,3757.0,5895.0,4391.0,1067.0,5475.0,3047.0,2217.0,1998.0,4098.0,631.0,1436.0,2104.0,789.0,1894.0,1100.0,3940.0,1391.0,5131.0,4966.0,873.0,7419.0,8746.0,6738.0,3954.0,4125.0,252.0,483.0,389.0,2116.0,96975.5,1114605.0,1459962.504266
sub-NDARVC997CME,1049.0,819.0,1606.0,1731.0,501.0,3299.0,5572.0,3105.0,1096.0,5128.0,2773.0,3412.0,1975.0,3579.0,631.0,1367.0,1740.0,805.0,1549.0,1790.0,4035.0,1109.0,4625.0,3801.0,771.0,6219.0,7771.0,5531.0,4275.0,4414.0,319.0,499.0,448.0,2652.0,89998.2,1143329.0,1528353.42281
sub-NDARVD028VU9,1143.0,642.0,2678.0,1979.0,491.0,3644.0,5060.0,3659.0,906.0,6133.0,2970.0,3385.0,2072.0,3738.0,770.0,1599.0,1478.0,858.0,1345.0,1504.0,4477.0,1328.0,5803.0,4476.0,992.0,7085.0,8892.0,5979.0,4322.0,3914.0,321.0,558.0,575.0,2830.0,97604.1,1295828.0,1768613.778461
sub-NDARVD194JX2,1003.0,763.0,2304.0,1360.0,573.0,3397.0,4384.0,2982.0,974.0,5187.0,2571.0,2819.0,1667.0,2769.0,655.0,1317.0,1252.0,653.0,1362.0,1060.0,4233.0,1206.0,4356.0,3534.0,883.0,5539.0,5894.0,5526.0,3870.0,4675.0,310.0,560.0,546.0,2601.0,82786.3,1041407.0,1452279.932617
sub-NDARVD219XN1,759.0,986.0,2351.0,1812.0,676.0,3084.0,4219.0,3876.0,1206.0,5427.0,3176.0,3429.0,1984.0,3483.0,733.0,1825.0,1821.0,831.0,1599.0,1679.0,4672.0,1353.0,4643.0,5039.0,1201.0,6574.0,7613.0,6872.0,4349.0,5737.0,334.0,569.0,602.0,2996.0,97510.3,1220006.0,1611129.18232
sub-NDARVD437JV0,1195.0,879.0,3184.0,1755.0,588.0,3729.0,5086.0,3643.0,1183.0,6157.0,2673.0,3350.0,1637.0,3336.0,630.0,1745.0,1644.0,628.0,1370.0,1968.0,4450.0,1436.0,5591.0,4605.0,1075.0,7058.0,7611.0,5326.0,4619.0,4143.0,298.0,505.0,564.0,2727.0,96390.0,1185271.0,1649522.231741
sub-NDARVD495YP9,1562.0,987.0,2645.0,1633.0,568.0,2889.0,5412.0,3213.0,1114.0,5021.0,2696.0,3026.0,1874.0,3862.0,691.0,1257.0,1636.0,747.0,1403.0,1437.0,4230.0,1342.0,4554.0,3946.0,893.0,6284.0,8014.0,6103.0,4681.0,4483.0,245.0,464.0,593.0,2066.0,91573.8,1127392.0,1471132.915959
sub-NDARVD543CMZ,954.0,611.0,1944.0,1148.0,442.0,2880.0,4336.0,2703.0,1083.0,4338.0,2136.0,2328.0,1537.0,3025.0,711.0,1133.0,1326.0,636.0,1072.0,1263.0,4314.0,1091.0,4414.0,2804.0,684.0,4592.0,6462.0,4994.0,3865.0,4511.0,244.0,596.0,496.0,2409.0,77084.5,990007.0,1396725.595242
sub-NDARVD552PRC,1077.0,838.0,3277.0,1922.0,477.0,2845.0,5474.0,3693.0,1354.0,6271.0,2695.0,3312.0,2062.0,4083.0,631.0,1338.0,1942.0,772.0,1433.0,1775.0,4464.0,1143.0,5528.0,4303.0,940.0,7283.0,7970.0,7344.0,4964.0,5913.0,305.0,489.0,593.0,2736.0,101245.0,1233045.0,1787176.341719
sub-NDARVD635FX8,1393.0,646.0,2331.0,1978.0,529.0,3299.0,6156.0,2859.0,1377.0,6586.0,2230.0,3475.0,1689.0,2900.0,526.0,1562.0,1362.0,694.0,1259.0,1808.0,4967.0,1406.0,5379.0,3652.0,729.0,5636.0,8507.0,6080.0,4177.0,4025.0,248.0,505.0,540.0,2583.0,93093.1,1117633.0,1684304.555386
sub-NDARVD685RRJ,925.0,583.0,2023.0,1215.0,484.0,2716.0,3722.0,3382.0,741.0,3470.0,2381.0,2565.0,1754.0,3078.0,589.0,1135.0,1242.0,625.0,1068.0,1062.0,3434.0,1033.0,4422.0,3465.0,739.0,5053.0,6138.0,4397.0,3769.0,3526.0,297.0,559.0,395.0,2085.0,74072.2,928514.0,1285324.025788
sub-NDARVD748TR8,1126.0,710.0,2415.0,1280.0,613.0,3571.0,6069.0,4073.0,993.0,6376.0,2845.0,3341.0,2044.0,4035.0,640.0,1542.0,1651.0,819.0,1586.0,1344.0,4484.0,1244.0,5599.0,4355.0,1144.0,7688.0,7976.0,6418.0,5134.0,4184.0,318.0,575.0,503.0,3265.0,99959.2,1241432.0,1707685.46628
sub-NDARVE086HX4,1266.0,748.0,2095.0,1206.0,600.0,3542.0,4657.0,3813.0,958.0,4920.0,2892.0,2560.0,2161.0,3994.0,710.0,1402.0,2372.0,736.0,1801.0,1047.0,3965.0,1301.0,4895.0,4102.0,1005.0,6217.0,7304.0,5278.0,4188.0,4525.0,332.0,474.0,447.0,2920.0,90435.6,1223238.145821,1648598.674923
sub-NDARVE724GEF,724.0,398.0,1485.0,942.0,539.0,2025.0,3002.0,2392.0,774.0,3729.0,1757.0,2037.0,1230.0,2231.0,534.0,927.0,1374.0,521.0,1115.0,877.0,3789.0,832.0,3774.0,2240.0,391.0,3859.0,5648.0,4080.0,3310.0,3431.0,261.0,458.0,313.0,1575.0,62572.6,794138.0,1207149.066149
sub-NDARVF012BD2,1289.0,752.0,3785.0,2067.0,611.0,4416.0,5861.0,4350.0,1268.0,6824.0,3653.0,3834.0,2593.0,4079.0,845.0,1529.0,2067.0,996.0,1988.0,1785.0,5477.0,1930.0,5583.0,4949.0,1085.0,8253.0,9980.0,7730.0,5370.0,5983.0,368.0,647.0,558.0,2998.0,115503.0,1404299.0,1889874.901854
sub-NDARVF159VP9,1477.0,943.0,2858.0,1667.0,726.0,2592.0,5785.0,3628.0,1306.0,5978.0,2719.0,4075.0,2107.0,3719.0,891.0,1369.0,1345.0,818.0,1323.0,1812.0,4633.0,1688.0,5339.0,4035.0,1052.0,6962.0,7763.0,5493.0,4337.0,4299.0,312.0,580.0,414.0,2334.0,96382.3,1199842.0,1617406.896722
sub-NDARVF544YP6,1225.0,636.0,1815.0,1356.0,368.0,3237.0,4721.0,3154.0,947.0,5629.0,2464.0,3608.0,1981.0,3353.0,791.0,1329.0,1895.0,778.0,1510.0,1307.0,4406.0,1218.0,4395.0,3801.0,867.0,6822.0,7112.0,5329.0,4519.0,4258.0,351.0,533.0,554.0,2231.0,88498.5,1127773.0,1538576.027424
sub-NDARVF786FUU,1510.0,672.0,2524.0,1751.0,535.0,3018.0,5004.0,3954.0,1185.0,6065.0,2463.0,3279.0,1872.0,3562.0,666.0,1425.0,1393.0,648.0,1547.0,1908.0,4815.0,1176.0,4694.0,4485.0,1037.0,6841.0,8107.0,5538.0,3713.0,4790.0,272.0,506.0,423.0,2136.0,93515.7,1133681.0,1547411.83063
sub-NDARVF852TZ4,1102.0,680.0,2044.0,1439.0,447.0,3096.0,5057.0,3818.0,1068.0,5383.0,2915.0,3065.0,1902.0,3622.0,624.0,1276.0,1647.0,917.0,1489.0,1637.0,4297.0,1229.0,4971.0,4052.0,862.0,7270.0,8070.0,5242.0,4454.0,3679.0,352.0,513.0,495.0,2573.0,91286.4,1185304.858701,1535254.142563
sub-NDARVG127VW5,1049.0,712.0,2007.0,1488.0,346.0,2708.0,4481.0,3189.0,907.0,4464.0,2469.0,2584.0,1661.0,3654.0,678.0,1076.0,1320.0,622.0,1231.0,1243.0,3594.0,1195.0,4424.0,3358.0,555.0,5103.0,6801.0,4407.0,4359.0,3506.0,243.0,424.0,448.0,2428.0,78736.3,1001845.0,1366998.774482
sub-NDARVG132NF6,1081.0,653.0,2029.0,1673.0,608.0,3726.0,5719.0,3517.0,1124.0,5309.0,2862.0,3300.0,1982.0,3427.0,734.0,1505.0,2053.0,759.0,1424.0,1504.0,4112.0,1297.0,4410.0,4603.0,961.0,6009.0,7771.0,7537.0,4487.0,4573.0,280.0,493.0,483.0,2273.0,94281.1,1140554.0,1531701.324472
